date,open,high,low,close,volume
1995-03-15,2.4350650310516357,2.7851059436798096,2.37418794631958,2.739448070526123,71337728
1995-03-16,3.013392925262451,3.104707956314087,2.8916399478912354,3.013392925262451,17607744
1995-03-17,3.028611898422241,3.028611898422241,2.8916399478912354,2.9068589210510254,13216075
1995-03-20,2.8916399478912354,2.9068589210510254,2.830763101577759,2.8916399478912354,5498827
1995-03-21,2.8916399478912354,3.0590500831604004,2.861201047897339,3.028611898422241,6312768
1995-03-22,3.0438311100006104,3.622159004211426,3.0438311100006104,3.393872022628784,14026731
1995-03-23,3.3634328842163086,3.4547479152679443,3.3025569915771484,3.3177759647369385,6550955
1995-03-24,3.3482139110565186,3.3634328842163086,3.2721190452575684,3.3329949378967285,1577781
1995-03-27,3.3177759647369385,3.378653049468994,3.2721190452575684,3.378653049468994,1945739
1995-03-28,3.393872022628784,3.622159004211426,3.378653049468994,3.48518705368042,10769323
1995-03-29,3.53084397315979,3.6069400310516357,3.4395289421081543,3.50040602684021,3939936
1995-03-30,3.46996808052063,3.46996808052063,3.2112419605255127,3.3025569915771484,2329301
1995-03-31,3.256899118423462,3.4243099689483643,3.2112419605255127,3.4243099689483643,3544875
1995-04-03,3.409090995788574,3.409090995788574,3.3025569915771484,3.3482139110565186,2472213
1995-04-04,3.3329949378967285,3.3482139110565186,3.119926929473877,3.150365114212036,2035264
1995-04-05,3.150365114212036,3.150365114212036,3.0438311100006104,3.0742690563201904,3745280
1995-04-06,3.104707956314087,3.150365114212036,3.0742690563201904,3.0742690563201904,2031979
1995-04-07,3.0742690563201904,3.119926929473877,3.028611898422241,3.0742690563201904,1200789
1995-04-10,3.0742690563201904,3.2873380184173584,3.028611898422241,3.2264609336853027,2306304
1995-04-11,3.2264609336853027,3.2721190452575684,3.1960229873657227,3.2264609336853027,1878389
1995-04-12,3.2416799068450928,3.3101658821105957,3.2416799068450928,3.2873380184173584,3177739
1995-04-13,3.3177759647369385,3.3177759647369385,3.1960229873657227,3.2264609336853027,602037
1995-04-17,3.1960229873657227,3.256899118423462,3.119926929473877,3.119926929473877,770411
1995-04-18,3.119926929473877,3.165584087371826,3.028611898422241,3.0590500831604004,1040629
1995-04-19,3.0590500831604004,3.089488983154297,3.028611898422241,3.028611898422241,1360128
1995-04-20,3.0438311100006104,3.089488983154297,3.028611898422241,3.028611898422241,1312491
1995-04-21,3.0742690563201904,3.089488983154297,3.0742690563201904,3.089488983154297,502656
1995-04-24,3.089488983154297,3.50040602684021,3.089488983154297,3.46996808052063,4398240
1995-04-25,3.4243099689483643,3.4547479152679443,3.3329949378967285,3.3329949378967285,983957
1995-04-26,3.3329949378967285,3.48518705368042,3.3329949378967285,3.4547479152679443,2085365
1995-04-27,3.4395289421081543,3.50040602684021,3.4243099689483643,3.46996808052063,1733013
1995-04-28,3.4547479152679443,3.4547479152679443,3.2873380184173584,3.3329949378967285,817227
1995-05-01,3.3634328842163086,3.3634328842163086,3.3025569915771484,3.3177759647369385,820512
1995-05-02,3.3634328842163086,3.3634328842163086,3.3025569915771484,3.3329949378967285,272683
1995-05-03,3.3025569915771484,3.4395289421081543,3.3025569915771484,3.4243099689483643,1546571
1995-05-04,3.4395289421081543,3.774350881576538,3.4395289421081543,3.637377977371216,6742325
1995-05-05,3.637377977371216,3.7591309547424316,3.637377977371216,3.6830360889434814,1885781
1995-05-08,3.6678171157836914,3.7895700931549072,3.652596950531006,3.7439119815826416,1213109
1995-05-09,3.7439119815826416,3.7439119815826416,3.6069400310516357,3.637377977371216,2055797
1995-05-10,3.5917210578918457,3.5917210578918457,3.50040602684021,3.515625,3379787
1995-05-11,3.54606294631958,3.54606294631958,3.4395289421081543,3.4395289421081543,749877
1995-05-12,3.4395289421081543,3.7134740352630615,3.4395289421081543,3.637377977371216,1915349
1995-05-15,3.6830360889434814,3.774350881576538,3.652596950531006,3.7439119815826416,1425835
1995-05-16,3.7286930084228516,3.7591309547424316,3.7134740352630615,3.7439119815826416,536331
1995-05-17,3.911323070526123,4.17004919052124,3.865665912628174,4.124391078948975,5533323
1995-05-18,4.261363983154297,4.367897987365723,4.154829978942871,4.246143817901611,2813888
1995-05-19,4.0939531326293945,4.20048713684082,4.0939531326293945,4.1091718673706055,1774080
1995-05-22,4.1396098136901855,4.17004919052124,3.9874188899993896,4.048295021057129,607787
1995-05-23,4.0635151863098145,4.20048713684082,3.9721999168395996,4.20048713684082,2675083
1995-05-24,4.291801929473877,4.428773880004883,4.276583194732666,4.322239875793457,5276245
1995-05-25,4.398335933685303,4.413555145263672,4.185267925262451,4.185267925262451,1796256
1995-05-26,4.20048713684082,4.2309250831604,4.154829978942871,4.154829978942871,509227
1995-05-30,4.185267925262451,4.246143817901611,3.9721999168395996,3.9969310760498047,1418443
1995-05-31,3.926542043685913,3.9874188899993896,3.8200080394744873,3.926542043685913,2255381
1995-06-01,3.941761016845703,3.979809045791626,3.896104097366333,3.979809045791626,292395
1995-06-02,3.911323070526123,4.078733921051025,3.880884885787964,4.048295021057129,1369163
1995-06-05,4.0635151863098145,4.1091718673706055,4.048295021057129,4.0939531326293945,768768
1995-06-06,4.048295021057129,4.078733921051025,4.00263786315918,4.00263786315918,487051
1995-06-07,4.0635151863098145,4.0939531326293945,4.00263786315918,4.03307580947876,560149
1995-06-08,4.078733921051025,4.1091718673706055,4.0635151863098145,4.0635151863098145,251328
1995-06-09,4.1091718673706055,4.154829978942871,4.0635151863098145,4.1091718673706055,177408
1995-06-12,4.1091718673706055,4.124391078948975,4.0939531326293945,4.0939531326293945,154411
1995-06-13,4.1396098136901855,4.154829978942871,4.0939531326293945,4.1091718673706055,285003
1995-06-14,4.0939531326293945,4.0939531326293945,4.048295021057129,4.048295021057129,523189
1995-06-15,4.048295021057129,4.154829978942871,4.017857074737549,4.0635151863098145,925643
1995-06-16,4.1091718673706055,4.1091718673706055,4.0635151863098145,4.0635151863098145,175765
1995-06-19,4.0635151863098145,4.124391078948975,4.0635151863098145,4.1091718673706055,1864427
1995-06-20,4.1091718673706055,4.1396098136901855,4.078733921051025,4.124391078948975,4287360
1995-06-21,4.17004919052124,4.17004919052124,4.0939531326293945,4.0939531326293945,1582709
