date,open,high,low,close,volume
1980-03-17,2.6591079235076904,2.711764097213745,2.6591079235076904,2.6591079235076904,54125
1980-03-18,2.6854360103607178,2.738090991973877,2.6854360103607178,2.6854360103607178,26113
1980-03-19,2.8434031009674072,2.8960580825805664,2.8434031009674072,2.8434031009674072,11395
1980-03-20,2.8434031009674072,2.869729995727539,2.81707501411438,2.81707501411438,116797
1980-03-21,2.7644190788269043,2.7644190788269043,2.711764097213745,2.711764097213745,87835
1980-03-24,2.711764097213745,2.738090991973877,2.6854360103607178,2.6854360103607178,19941
1980-03-25,2.6854360103607178,2.6854360103607178,2.632780075073242,2.632780075073242,6647
1980-03-26,2.632780075073242,2.6854360103607178,2.632780075073242,2.632780075073242,3798
1980-03-27,2.632780075073242,2.6591079235076904,2.606451988220215,2.606451988220215,42256
1980-03-28,2.606451988220215,2.6591079235076904,2.606451988220215,2.606451988220215,37033
1980-03-31,2.606451988220215,2.6591079235076904,2.606451988220215,2.606451988220215,21365
1980-04-01,2.632780075073242,2.6854360103607178,2.632780075073242,2.632780075073242,3323
1980-04-02,2.6854360103607178,2.738090991973877,2.6854360103607178,2.6854360103607178,46529
1980-04-03,2.7907469272613525,2.8434031009674072,2.7907469272613525,2.7907469272613525,154779
1980-04-07,2.7907469272613525,2.81707501411438,2.7644190788269043,2.7644190788269043,5223
1980-04-08,2.738090991973877,2.738090991973877,2.6854360103607178,2.6854360103607178,27537
1980-04-09,2.7644190788269043,2.81707501411438,2.7644190788269043,2.7644190788269043,33235
1980-04-10,2.7644190788269043,2.81707501411438,2.7644190788269043,2.7644190788269043,12344
1980-04-11,2.7644190788269043,2.81707501411438,2.7644190788269043,2.7644190788269043,64571
1980-04-14,2.7644190788269043,2.81707501411438,2.7644190788269043,2.7644190788269043,36558
1980-04-15,2.7644190788269043,2.81707501411438,2.7644190788269043,2.7644190788269043,106351
1980-04-16,2.7644190788269043,2.81707501411438,2.7644190788269043,2.7644190788269043,48428
1980-04-17,2.7907469272613525,2.8434031009674072,2.7907469272613525,2.7907469272613525,36558
1980-04-18,2.81707501411438,2.869729995727539,2.81707501411438,2.81707501411438,57924
1980-04-21,2.81707501411438,2.869729995727539,2.81707501411438,2.81707501411438,45104
1980-04-22,2.81707501411438,2.8434031009674072,2.7907469272613525,2.7907469272613525,121545
1980-04-23,2.7907469272613525,2.8434031009674072,2.7907469272613525,2.7907469272613525,113473
1980-04-24,2.81707501411438,2.869729995727539,2.81707501411438,2.81707501411438,11870
1980-04-25,2.869729995727539,2.922385931015014,2.869729995727539,2.869729995727539,37508
1980-04-28,2.869729995727539,2.8960580825805664,2.8434031009674072,2.8434031009674072,111574
1980-04-29,2.8434031009674072,2.8960580825805664,2.8434031009674072,2.8434031009674072,28012
1980-04-30,2.8434031009674072,2.8960580825805664,2.8434031009674072,2.8434031009674072,26113
1980-05-01,2.8434031009674072,2.869729995727539,2.81707501411438,2.81707501411438,22790
1980-05-02,2.8434031009674072,2.8960580825805664,2.8434031009674072,2.8434031009674072,39407
1980-05-05,2.8434031009674072,2.8960580825805664,2.8434031009674072,2.8434031009674072,51751
1980-05-06,2.8434031009674072,2.8960580825805664,2.8434031009674072,2.8434031009674072,46054
1980-05-07,2.8434031009674072,2.8960580825805664,2.8434031009674072,2.8434031009674072,32760
1980-05-08,2.8434031009674072,2.8960580825805664,2.8434031009674072,2.8434031009674072,12344
1980-05-09,2.8960580825805664,2.948714017868042,2.8960580825805664,2.8960580825805664,52226
1980-05-12,3.0276970863342285,3.080353021621704,3.0276970863342285,3.0276970863342285,94007
1980-05-13,3.1066811084747314,3.15933609008789,3.1066811084747314,3.1066811084747314,60772
1980-05-14,3.2383201122283936,3.2909750938415527,3.2383201122283936,3.2383201122283936,53651
1980-05-15,3.2383201122283936,3.2646470069885254,3.211992025375366,3.211992025375366,94007
1980-05-16,3.211992025375366,3.2646470069885254,3.211992025375366,3.211992025375366,52701
1980-05-19,3.211992025375366,3.211992025375366,3.15933609008789,3.15933609008789,45579
1980-05-20,3.15933609008789,3.15933609008789,3.1066811084747314,3.1066811084747314,49852
1980-05-21,3.1330080032348637,3.185663938522339,3.1330080032348637,3.1330080032348637,10445
1980-05-22,3.15933609008789,3.211992025375366,3.15933609008789,3.15933609008789,78339
1980-05-23,3.2646470069885254,3.317302942276001,3.2646470069885254,3.2646470069885254,45104
1980-05-27,3.3436310291290283,3.3962860107421875,3.3436310291290283,3.3436310291290283,115372
1980-05-28,3.422614097595215,3.4752700328826904,3.422614097595215,3.422614097595215,135788
1980-05-29,3.422614097595215,3.4752700328826904,3.422614097595215,3.422614097595215,93532
1980-05-30,3.422614097595215,3.448941946029663,3.3962860107421875,3.3962860107421875,135313
1980-06-02,3.448941946029663,3.5015978813171387,3.448941946029663,3.448941946029663,29911
1980-06-03,3.448941946029663,3.448941946029663,3.3962860107421875,3.3962860107421875,184216
1980-06-04,3.5015978813171387,3.554253101348877,3.5015978813171387,3.5015978813171387,262555
1980-06-05,3.580580949783325,3.633236885070801,3.580580949783325,3.580580949783325,240240
1980-06-06,3.633236885070801,3.685892105102539,3.633236885070801,3.633236885070801,98755
1980-06-09,3.659564018249512,3.7122199535369873,3.659564018249512,3.659564018249512,357037
1980-06-10,3.633236885070801,3.633236885070801,3.580580949783325,3.580580949783325,85936
1980-06-11,3.606909036636353,3.659564018249512,3.606909036636353,3.606909036636353,246887
1980-06-12,3.606909036636353,3.659564018249512,3.606909036636353,3.606909036636353,245938
1980-06-13,3.685892105102539,3.738548040390015,3.685892105102539,3.685892105102539,75016
1980-06-16,3.685892105102539,3.738548040390015,3.685892105102539,3.685892105102539,202732
1980-06-17,3.685892105102539,3.685892105102539,3.633236885070801,3.633236885070801,49852
1980-06-18,3.633236885070801,3.659564018249512,3.606909036636353,3.606909036636353,65520
1980-06-19,3.633236885070801,3.685892105102539,3.633236885070801,3.633236885070801,45104
1980-06-20,3.659564018249512,3.7122199535369873,3.659564018249512,3.659564018249512,59348
1980-06-23,3.659564018249512,3.7122199535369873,3.659564018249512,3.659564018249512,33710
1980-06-24,3.659564018249512,3.685892105102539,3.633236885070801,3.633236885070801,67419
1980-06-25,3.685892105102539,3.738548040390015,3.685892105102539,3.685892105102539,89259
1980-06-26,3.764875888824463,3.817531108856201,3.764875888824463,3.764875888824463,188964
1980-06-27,3.764875888824463,3.791203022003174,3.738548040390015,3.738548040390015,16617
1980-06-30,3.738548040390015,3.738548040390015,3.685892105102539,3.685892105102539,76915
1980-07-01,3.764875888824463,3.817531108856201,3.764875888824463,3.764875888824463,103978
1980-07-02,3.764875888824463,3.791203022003174,3.738548040390015,3.738548040390015,84511
1980-07-03,3.738548040390015,3.764875888824463,3.7122199535369873,3.7122199535369873,61247
1980-07-07,3.791203022003174,3.817531108856201,3.791203022003174,3.791203022003174,139112
1980-07-08,3.738548040390015,3.738548040390015,3.7122199535369873,3.7122199535369873,146233
1980-07-09,3.7122199535369873,3.7122199535369873,3.685892105102539,3.685892105102539,50802
1980-07-10,3.685892105102539,3.7122199535369873,3.685892105102539,3.685892105102539,25638
1980-07-11,3.685892105102539,3.7122199535369873,3.685892105102539,3.685892105102539,34184
1980-07-14,3.633236885070801,3.633236885070801,3.580580949783325,3.580580949783325,81663
1980-07-15,3.606909036636353,3.633236885070801,3.606909036636353,3.606909036636353,6172
1980-07-16,3.685892105102539,3.7122199535369873,3.685892105102539,3.685892105102539,94957
1980-07-17,3.764875888824463,3.791203022003174,3.764875888824463,3.764875888824463,102078
1980-07-18,3.764875888824463,3.791203022003174,3.764875888824463,3.764875888824463,9496
1980-07-21,3.791203022003174,3.817531108856201,3.791203022003174,3.791203022003174,50327
1980-07-22,3.791203022003174,3.791203022003174,3.764875888824463,3.764875888824463,19466
1980-07-23,3.738548040390015,3.738548040390015,3.7122199535369873,3.7122199535369873,26113
